ENSG	WT1	WT2	WT3	KO1	KO2	KO3	Symbol
ENSMUSG00000033307	3354	2325	2933	2442	3570	3204	Mif
ENSMUSG00000021884	2893	3833	2680	1829	3246	2023	Hacl1
ENSMUSG00000032560	1082	1229	1373	1792	2883	1301	Dnajc13
ENSMUSG00000032561	4015	3667	3411	4634	5277	2979	Acpp
ENSMUSG00000032562	6856	4343	5767	2643	5315	4907	Gnai2
ENSMUSG00000032563	1085	841	886	715	1098	860	Mrpl3
ENSMUSG00000097785	28	33	17	23	20	19	B230217O12Rik
ENSMUSG00000024215	3	0	1	7	1	0	Spdef
ENSMUSG00000089371	1	1	4	3	4	4	Mir1938
ENSMUSG00000037243	1019	1060	718	1076	1163	614	Zfp692
ENSMUSG00000037868	3414	2637	2481	2289	3265	2266	Egr2
ENSMUSG00000014444	2660	1922	1990	1797	3327	1970	Piezo1
ENSMUSG00000097787	28	26	34	9	22	14	2700046G09Rik
ENSMUSG00000030301	418	717	479	620	885	499	Ccdc91
ENSMUSG00000037643	3513	3205	2506	3376	5407	3001	Prkci
ENSMUSG00000037710	2459	1551	2046	791	1281	1433	Cisd1
ENSMUSG00000037860	34	45	43	141	219	84	Aim2
ENSMUSG00000071229	0	0	1	0	0	1	Timm8a2
ENSMUSG00000024670	10	5	3	18	59	44	Cd6
ENSMUSG00000037716	6	8	3	8	2	3	Ccdc33
ENSMUSG00000040339	1609	2027	1191	985	1754	1097	Fam102b
ENSMUSG00000006262	2154	1823	1482	2052	3229	1388	Mob1b
ENSMUSG00000040331	946	880	720	756	1080	823	Nsmce4a
ENSMUSG00000089781	5	3	3	1	2	7	Gm15756
ENSMUSG00000019505	14555	13473	13745	10933	15084	13705	Ubb
ENSMUSG00000045328	330	220	425	801	1561	404	Cenpe
ENSMUSG00000018412	2454	2075	1886	1601	2624	1847	Kansl1
ENSMUSG00000037640	252	257	243	351	551	162	Zfp60
ENSMUSG00000118715	0	0	0	1	0	0	Gm23805
ENSMUSG00000036403	127	162	129	187	291	96	Cep135
ENSMUSG00000036402	3940	3673	2786	3216	4743	3166	Gng12
ENSMUSG00000033161	19258	12885	13020	12362	18495	16410	Atp1a1
ENSMUSG00000033166	375	477	345	604	989	470	Dis3
ENSMUSG00000050705	800	557	610	297	461	453	2310061I04Rik
ENSMUSG00000079419	74	139	61	91	154	88	Ms4a6c
ENSMUSG00000079418	257	308	195	263	340	148	Atg4a
ENSMUSG00000050079	446	487	347	378	596	380	Rspry1
ENSMUSG00000005054	5686	3203	5106	3780	4501	4165	Cstb
ENSMUSG00000025862	1801	1793	1915	3142	5197	1213	Stag2
ENSMUSG00000024610	8776	6876	8710	4816	12409	12251	Cd74
ENSMUSG00000024613	1550	1197	1254	691	1619	1506	Tcof1
ENSMUSG00000050071	31	63	34	20	20	30	Bex1
ENSMUSG00000024347	16	18	19	12	12	10	Psd2
ENSMUSG00000024614	1395	1388	996	1684	2540	984	Tmx3
ENSMUSG00000024617	870	574	591	159	257	383	Camk2a
ENSMUSG00000079144	286	289	215	227	285	257	A130010J15Rik
ENSMUSG00000037347	70	40	74	15	35	47	Chst7
ENSMUSG00000038057	17	7	10	24	28	15	Dbil5
ENSMUSG00000019880	35	32	44	27	57	21	Rspo3
ENSMUSG00000056973	1015	658	750	361	537	594	Ces1d
ENSMUSG00000097697	8	4	2	3	10	3	4833412C05Rik
ENSMUSG00000035095	3410	2786	2337	2590	5092	3915	Fam167a
ENSMUSG00000062365	0	0	2	1	0	0	Gm4968
ENSMUSG00000051652	87	68	104	32	80	52	Lrrc3
ENSMUSG00000026617	742	606	675	512	780	770	Bpnt1
ENSMUSG00000026616	4	5	12	9	1	2	Cr2
ENSMUSG00000026615	1974	2626	2569	4271	6045	3003	Eprs
ENSMUSG00000026614	1	0	3	2	0	1	Slc30a10
ENSMUSG00000041132	177	126	158	103	170	85	N4bp2l1
ENSMUSG00000026618	2231	2128	1689	1974	2814	2188	Iars2
ENSMUSG00000059042	0	0	0	0	1	0	Klk1b9
ENSMUSG00000004054	2771	1724	2197	1856	3181	2796	Map3k11
ENSMUSG00000037646	897	1072	1256	1447	1811	922	Vps13b
ENSMUSG00000028188	100	83	74	75	96	39	Spata1
ENSMUSG00000020828	1816	1450	1081	2320	3168	1303	Pld2
ENSMUSG00000021987	1254	1516	1084	1606	2361	1178	Mtmr6
ENSMUSG00000020826	47	24	43	18	22	15	Nos2
ENSMUSG00000069441	11531	11863	11685	15258	21790	9167	Dsg1a
ENSMUSG00000004056	6794	3832	5396	2679	4568	4533	Akt2
ENSMUSG00000020823	4188	3003	2765	1916	3277	2616	Sec14l1
ENSMUSG00000027832	63	24	48	7	19	40	Ptx3
ENSMUSG00000020821	25024	16026	18096	10593	19708	15459	Kif1c
ENSMUSG00000119036	1	2	3	1	0	0	Gm24035
ENSMUSG00000091722	3	1	1	9	4	12	Siah3
ENSMUSG00000000028	200	242	172	193	308	250	Cdc45
ENSMUSG00000072900	0	1	2	0	0	0	Mir540
ENSMUSG00000068876	1333	1452	1126	974	1421	664	Cgn
ENSMUSG00000119031	1	0	0	0	0	0	Gm24149
ENSMUSG00000050217	0	0	0	0	0	1	Lgsn
ENSMUSG00000050215	2	1	0	0	0	0	Olfr70
ENSMUSG00000050212	226	167	222	83	150	160	Eva1b
ENSMUSG00000062329	65	43	46	37	19	40	Cytl1
ENSMUSG00000000530	706	611	642	270	464	511	Acvrl1
ENSMUSG00000039850	880	698	676	511	752	608	Endov
ENSMUSG00000044894	2841	1673	2289	1121	1826	1794	Uqcrq
ENSMUSG00000060739	1619	2366	1749	3082	4847	1955	Nsa2
ENSMUSG00000074093	259	259	186	116	235	133	Svip
ENSMUSG00000060733	1243	1129	734	832	1094	747	Ipmk
ENSMUSG00000039852	5407	4371	4260	2443	4545	3354	Rere
ENSMUSG00000086056	10	1	0	0	0	0	Gm4846
ENSMUSG00000060735	6	6	1	3	4	7	Rxfp3
ENSMUSG00000027739	453	375	312	282	425	317	Rab33b
ENSMUSG00000009406	516	444	458	317	521	428	Elk1
ENSMUSG00000023443	0	0	0	0	0	1	Esx1
ENSMUSG00000030126	1058	982	852	1256	1689	957	Tmcc1
ENSMUSG00000030127	3243	2141	2499	1874	2678	2478	Cops7a
ENSMUSG00000030124	96	100	87	50	67	51	Lag3
ENSMUSG00000026162	112	98	100	82	127	80	Nhej1
ENSMUSG00000030122	13295	7506	10444	4810	9232	8742	Ptms
ENSMUSG00000042997	562	530	409	471	611	425	Nhlrc3
ENSMUSG00000003948	1596	1173	1437	1006	1357	1024	Mmd
ENSMUSG00000003949	1523	1989	981	812	1107	607	Hlf
ENSMUSG00000074476	275	206	286	190	338	309	Spc24
ENSMUSG00000040596	1098	1285	878	912	1469	791	Pogk
ENSMUSG00000036093	2807	3119	2061	3079	4900	1967	Arl5a
ENSMUSG00000059625	0	0	0	1	1	0	Sohlh1
ENSMUSG00000040592	5	12	8	7	11	8	Cd79b
ENSMUSG00000040842	3112	1833	2517	1386	2358	2371	Szrd1
ENSMUSG00000040843	669	654	476	534	840	637	Tiprl
ENSMUSG00000004637	335	275	277	171	298	267	Wwox
ENSMUSG00000051036	2	0	0	0	0	0	Ttc24
ENSMUSG00000004631	388	424	351	170	278	296	Sgce
ENSMUSG00000004630	5	5	7	7	5	1	Pcp2
ENSMUSG00000004633	287	245	214	151	208	147	Chn2
ENSMUSG00000036095	12	22	23	22	17	16	Dgkb
ENSMUSG00000119789	0	0	0	1	0	0	Gm25312
ENSMUSG00000041429	89	70	84	67	95	91	Nthl1
ENSMUSG00000026939	177	114	180	80	126	118	Tmem141
ENSMUSG00000008429	1622	1101	1167	853	1346	995	Herpud2
ENSMUSG00000041423	122	97	105	46	98	72	Paqr6
ENSMUSG00000062327	0	0	0	0	0	1	T
ENSMUSG00000119782	0	0	0	1	0	0	Gm25698
ENSMUSG00000119783	0	0	0	3	1	0	Gm24262
ENSMUSG00000033014	1128	1033	966	1279	1877	899	Trim33
ENSMUSG00000041426	379	435	290	432	631	258	Hibch
ENSMUSG00000047649	509	402	378	411	648	520	Cd3eap
ENSMUSG00000031832	440	359	379	263	490	355	Taf1c
ENSMUSG00000031831	2	4	6	2	7	3	Dnaaf1
ENSMUSG00000031837	10	13	10	8	8	1	Necab2
ENSMUSG00000038718	472	400	339	230	399	251	Pbx3
ENSMUSG00000031835	3362	3219	2795	2430	4340	3079	Mbtps1
ENSMUSG00000031834	3214	2087	2642	1916	3132	2488	Pik3r2
ENSMUSG00000049401	921	796	791	755	1877	1582	Ogfr
ENSMUSG00000031839	2153	1762	1941	1355	2201	1681	Hsbp1
ENSMUSG00000031838	1291	1271	1388	1076	1599	1339	Ifi30
ENSMUSG00000024212	2558	1757	1966	1174	2304	1904	Mllt1
ENSMUSG00000060882	11	9	8	3	11	7	Kcnd2
ENSMUSG00000065406	4	2	4	4	1	2	Mirlet7i
ENSMUSG00000081728	0	1	0	1	0	0	Gm14930
ENSMUSG00000077314	2	0	1	2	0	1	Gm24171
ENSMUSG00000025078	524	486	459	476	827	498	Nhlrc2
ENSMUSG00000105080	1	1	1	2	1	1	Trav7n-6
ENSMUSG00000015027	146	108	107	82	153	140	Galns
ENSMUSG00000077318	0	0	1	0	0	0	Gm24173
ENSMUSG00000081721	0	0	0	0	1	0	Gm13882
ENSMUSG00000012396	2	1	2	2	0	4	Nanog
ENSMUSG00000090038	2	2	9	2	1	3	Gm16573
ENSMUSG00000001493	87	56	81	38	93	103	Meox1
ENSMUSG00000025647	2736	1733	2166	1431	2984	3267	Shisa5
ENSMUSG00000015879	30	28	32	19	29	15	Fam184b
ENSMUSG00000030161	2790	1671	2333	1200	1790	1546	Gabarapl1
ENSMUSG00000094918	1	1	1	0	0	0	Gm8765
ENSMUSG00000043811	199	180	200	72	151	118	Rtn4r
ENSMUSG00000030166	303	284	200	221	312	177	Rad52
ENSMUSG00000034164	275	219	281	141	215	219	Emid1
ENSMUSG00000085653	33	30	23	14	15	13	Gm15179
ENSMUSG00000085126	72	56	49	27	48	32	Gm12589
ENSMUSG00000094910	173	145	112	73	154	87	D430019H16Rik
ENSMUSG00000094913	1341	725	1440	267	916	552	Gm9507
ENSMUSG00000085125	10	27	8	9	2	4	Gm16070
ENSMUSG00000014959	3213	2148	2381	1751	2818	2582	Gorasp2
ENSMUSG00000022408	1730	1069	1256	1225	2051	1824	Fam83f
ENSMUSG00000023943	4	2	1	1	1	0	Sult1c1
ENSMUSG00000023944	39458	30893	33528	36621	61394	49302	Hsp90ab1
ENSMUSG00000063281	167	206	238	377	661	210	Zfp35
ENSMUSG00000063286	101	142	137	157	415	103	Gm8995
ENSMUSG00000014956	8941	7373	5589	7359	10888	5892	Ppp1cb
ENSMUSG00000022756	90	68	76	46	71	77	Slc7a4
ENSMUSG00000022757	2098	1552	1757	1556	2385	2017	Tfg
ENSMUSG00000083988	2	15	3	2	4	7	Rps10-ps4
ENSMUSG00000083989	0	1	2	0	0	0	Gm12607
ENSMUSG00000022752	1668	1601	1251	1602	2599	1554	Tomm70a
ENSMUSG00000022753	1	6	3	2	3	1	Tmem30c
ENSMUSG00000022750	669	539	490	258	485	386	Klhl22
ENSMUSG00000022751	548	437	473	416	565	449	Nit2
ENSMUSG00000089555	0	4	0	0	0	0	Mir1933
ENSMUSG00000023947	165	89	150	99	177	209	Nfkbie
ENSMUSG00000022758	71	52	60	30	37	45	P2rx6
ENSMUSG00000089550	0	0	0	0	0	1	Gm24179
ENSMUSG00000066072	3	4	1	1	7	1	Cyp4a10
ENSMUSG00000006705	644	606	552	433	756	613	Pknox1
ENSMUSG00000048486	3803	2127	3023	1590	2707	2486	Fitm2
ENSMUSG00000026895	2027	1338	1667	939	1538	1549	Ndufa8
ENSMUSG00000021638	792	857	625	798	1131	706	Ocln
ENSMUSG00000048520	8	8	6	8	2	5	Fbxl13
ENSMUSG00000105886	0	0	0	1	0	0	Gm22813
ENSMUSG00000032050	2793	2790	2729	3164	5559	2676	Rdx
ENSMUSG00000093668	17	14	29	24	6	12	Pou5f2
ENSMUSG00000087598	261	253	224	292	436	284	Zfp111
ENSMUSG00000059669	264	312	285	374	515	297	Taf1b
ENSMUSG00000020448	1125	933	835	699	1127	871	Rnf185
ENSMUSG00000024750	4165	3292	2788	2521	3918	2371	Zfand5
ENSMUSG00000057880	274	227	224	119	225	212	Abat
ENSMUSG00000026874	2	0	2	5	7	0	Hc
ENSMUSG00000026873	102	134	81	74	119	71	Phf19
ENSMUSG00000026872	942	995	1123	725	833	799	Zeb2
ENSMUSG00000026870	41	28	21	15	27	21	Cutal
ENSMUSG00000020440	4300	2679	3787	2330	3587	3513	Arf5
ENSMUSG00000020441	373	274	309	290	370	328	2310033P09Rik
ENSMUSG00000020444	1087	980	849	828	1089	788	Guk1
ENSMUSG00000074872	0	1	0	0	0	0	Ctxn2
ENSMUSG00000026879	101932	69876	93021	29725	51398	72738	Gsn
ENSMUSG00000020447	23	45	34	30	34	27	Npc1l1
ENSMUSG00000021639	361	377	261	354	525	272	Gtf2h2
ENSMUSG00000043168	23	18	6	7	13	1	4930426D05Rik
ENSMUSG00000074473	0	0	1	0	0	0	A230072I06Rik
ENSMUSG00000046999	3	1	9	5	16	11	1110032F04Rik
ENSMUSG00000043164	0	2	1	1	0	3	Tmem212
ENSMUSG00000024026	2176	1910	1722	2115	2738	1940	Glo1
ENSMUSG00000046994	221	204	162	147	249	171	Mars2
ENSMUSG00000001497	216	27	8	5	9	5	Pax9
ENSMUSG00000046993	1	0	2	2	4	0	Gm5637
ENSMUSG00000024027	2	1	2	1	1	1	Glp1r
ENSMUSG00000119555	0	0	0	0	1	0	Gm26296
ENSMUSG00000019952	349	333	274	226	383	303	Poc1b
ENSMUSG00000035284	1098	1038	1291	947	1594	889	Vps13c
ENSMUSG00000021504	482	314	356	250	379	312	B4galt7
ENSMUSG00000039449	889	1069	741	1194	1656	787	Prpf18
ENSMUSG00000089809	5	2	4	4	3	2	A930011G23Rik
ENSMUSG00000016087	233	144	187	85	156	147	Fli1
ENSMUSG00000069516	6006	5228	5037	2767	4673	4605	Lyz2
ENSMUSG00000029697	1	1	0	0	0	0	Fezf1
ENSMUSG00000029695	13	7	7	11	11	7	Aass
ENSMUSG00000084521	0	0	0	0	1	0	Gm24183
ENSMUSG00000001494	8	8	14	1	12	13	Sost
ENSMUSG00000047867	177	204	176	117	184	169	Gimap6
ENSMUSG00000089802	4	1	3	2	0	0	Gm16107
ENSMUSG00000089804	1149	820	853	720	1078	786	Gm16136
ENSMUSG00000089806	0	0	3	0	0	0	Gm16570
ENSMUSG00000021357	623	829	737	940	1373	797	Exoc2
ENSMUSG00000097610	47	52	46	50	43	24	A930012L18Rik
ENSMUSG00000042699	2636	2937	2323	3971	5644	3022	Dhx9
ENSMUSG00000042662	99	87	47	53	52	34	Dusp15
ENSMUSG00000058017	3	3	1	2	5	1	Serpinb3d
ENSMUSG00000015757	536	651	488	935	1428	519	Ppil4
ENSMUSG00000021600	0	0	1	0	0	0	8030423J24Rik
ENSMUSG00000025991	125	180	133	101	193	72	Cps1
ENSMUSG00000028614	605	533	472	429	680	655	Ndc1
ENSMUSG00000028617	839	716	690	465	838	653	Lrrc42
ENSMUSG00000034248	2443	2158	1471	1531	2438	1209	Slc25a37
ENSMUSG00000025995	515	737	514	960	1361	667	Wdr75
ENSMUSG00000028610	8	2	4	30	103	60	Dmrtb1
ENSMUSG00000025997	323	301	312	401	543	218	Ikzf2
ENSMUSG00000036943	1017	1197	899	1307	1784	1021	Rab8b
ENSMUSG00000082633	0	3	0	1	2	1	Gm15779
ENSMUSG00000034247	1840	1305	1299	1288	2085	1312	Plekhm1
ENSMUSG00000034714	1201	721	1016	389	780	746	Ttyh2
ENSMUSG00000034245	546	400	448	407	616	303	Hdac11
ENSMUSG00000057551	209	250	177	271	418	163	Zfp317
ENSMUSG00000046196	0	0	0	1	0	0	Ttc39d
ENSMUSG00000043342	158	121	153	37	74	116	Hoxd9
ENSMUSG00000062980	442	534	506	386	656	257	Cped1
ENSMUSG00000074665	1	2	5	0	1	0	Bpifb4
ENSMUSG00000046605	222	219	187	2538	3910	1706	B3gntl1
ENSMUSG00000021066	75	65	68	58	86	45	Atl1
ENSMUSG00000021069	475	561	447	372	575	405	Pygl
ENSMUSG00000021068	645	800	925	992	1562	763	Nin
ENSMUSG00000025020	85	83	72	103	195	134	Slit1
ENSMUSG00000097486	0	0	1	0	2	0	Gm17733
ENSMUSG00000052102	557	401	472	247	436	364	Gnpda1
ENSMUSG00000039033	139	192	131	182	258	151	Tasp1
ENSMUSG00000039032	1	0	1	0	0	0	Tsga13
ENSMUSG00000029526	1	0	0	1	4	0	1700123K08Rik
ENSMUSG00000080180	1	3	2	2	6	1	Gm17235
ENSMUSG00000032717	641	395	459	270	529	341	Mdfi
ENSMUSG00000029521	264	263	227	248	421	317	Chek2
ENSMUSG00000019996	2842	2244	2100	2011	3397	1952	Map7
ENSMUSG00000032714	552	430	448	213	383	305	Syde1
ENSMUSG00000009108	7	14	7	9	13	7	Gnat2
ENSMUSG00000023930	5	0	1	1	4	0	Crisp2
ENSMUSG00000032719	92	105	110	54	92	73	Sbspon
ENSMUSG00000032718	936	1140	842	565	682	537	Mansc1
ENSMUSG00000029528	3253	2301	2545	1116	2239	2030	Pxn
ENSMUSG00000013622	1077	843	800	639	786	686	Atraid
ENSMUSG00000038925	1	4	0	2	3	0	E330034G19Rik
ENSMUSG00000093238	1	0	0	0	0	0	Mir9-3
ENSMUSG00000067702	5	5	4	8	4	1	Tuba3a
ENSMUSG00000025198	1236	1286	876	1574	2443	1375	Erlin1
ENSMUSG00000069540	6	4	4	5	6	2	Gm4925
ENSMUSG00000036949	1	2	0	0	2	1	Slc39a12
ENSMUSG00000028923	2000	1337	1484	991	1693	1356	Necap2
ENSMUSG00000025190	6511	4341	4565	1823	3277	3627	Got1
ENSMUSG00000025193	185	194	137	150	240	145	Cutc
ENSMUSG00000025192	238	176	173	231	293	240	Entpd7
ENSMUSG00000008859	1539	1279	1103	1691	2491	1545	Rala
ENSMUSG00000028926	325	404	299	200	301	241	Cdk14
ENSMUSG00000025196	12	7	3	37	50	17	Cpn1
ENSMUSG00000050854	615	302	329	443	596	486	Tmem125
ENSMUSG00000050855	57	69	52	65	82	23	Zfp940
ENSMUSG00000050856	3269	1911	2749	1444	2097	2103	Atp5k
ENSMUSG00000017132	2354	1650	1772	1428	2154	1705	Cyth1
ENSMUSG00000018666	1432	1279	1060	968	1492	1094	Cbx1
ENSMUSG00000031803	152	76	121	37	89	100	B3gnt3
ENSMUSG00000018669	710	842	645	742	998	764	Cdk5rap3
ENSMUSG00000028995	571	715	412	559	797	482	Fam126a
ENSMUSG00000065634	1	0	1	1	0	1	Gm24252
ENSMUSG00000074277	1229	789	930	758	1352	960	Phldb3
ENSMUSG00000024114	13	5	6	2	1	6	Prss41
ENSMUSG00000065637	12	11	5	18	19	7	Gm26397
ENSMUSG00000024112	96	61	58	34	46	37	Cacna1h
ENSMUSG00000021470	485	527	515	634	1123	435	Ercc6l2
ENSMUSG00000079311	10	7	12	3	7	5	Gm3222
ENSMUSG00000040158	964	729	895	496	742	710	Tax1bp3
ENSMUSG00000043183	132	151	140	172	251	132	Simc1
ENSMUSG00000040407	1334	1631	1884	3086	3647	1094	Akap9
ENSMUSG00000068141	18	19	12	18	22	19	Gm10232
ENSMUSG00000028191	1243	825	945	835	1169	1061	Bcl10
ENSMUSG00000025025	2294	1776	1831	1156	1779	1397	Mxi1
ENSMUSG00000044595	44	44	32	45	50	25	Dnd1
ENSMUSG00000010064	968	775	829	258	552	512	Slc38a3
ENSMUSG00000087742	0	1	0	0	0	0	Gm25152
ENSMUSG00000021448	1	1	2	3	1	3	Shc3
ENSMUSG00000079316	792	786	608	770	1050	568	Rab9
ENSMUSG00000067851	2130	1956	1914	3176	4943	1450	Arfgef1
ENSMUSG00000056121	657	541	420	342	562	424	Fez2
ENSMUSG00000028197	300	577	315	277	352	153	Col24a1
ENSMUSG00000045427	1639	1560	1293	2041	3001	1613	Hnrnph2
ENSMUSG00000026389	2198	1484	1838	535	1078	1350	Steap3
ENSMUSG00000042345	12	11	10	10	31	10	Ubash3a
ENSMUSG00000106307	0	2	2	1	1	5	Gm23370
ENSMUSG00000059839	184	199	154	199	342	145	Zfp874b
ENSMUSG00000082964	2	2	5	3	4	3	Rpl13-ps5
ENSMUSG00000042439	1399	1200	1173	1160	1804	1155	Zfp532
ENSMUSG00000059834	140	155	147	241	344	89	Sclt1
ENSMUSG00000082969	6	2	6	4	1	6	Gm12630
ENSMUSG00000059830	0	0	1	0	0	0	Gm16380
ENSMUSG00000042349	537	494	385	813	1111	586	Ikbke
ENSMUSG00000059832	18268	8926	7331	16898	27791	9998	Kprp
ENSMUSG00000018595	4	5	5	5	4	3	Glra4
ENSMUSG00000036504	43	21	32	21	18	24	Phpt1
ENSMUSG00000018593	29084	29286	33259	9408	15872	24109	Sparc
ENSMUSG00000079317	398	323	302	294	378	204	Trappc2
ENSMUSG00000071471	2148	1832	2726	1052	1743	1460	Krtap26-1
ENSMUSG00000018599	1096	657	804	286	515	505	Mief2
ENSMUSG00000021391	79	104	86	88	138	81	Cenpp
ENSMUSG00000017686	905	1060	698	958	1528	840	Rhot1
ENSMUSG00000088860	0	1	0	0	1	0	Mir1947
ENSMUSG00000032883	602	765	550	640	1029	450	Acsl3
ENSMUSG00000119552	1	0	0	0	0	0	Gm22798
ENSMUSG00000000706	13	9	7	5	15	10	Btn1a1
ENSMUSG00000055900	377	223	255	215	317	310	Tmem69
ENSMUSG00000036275	3276	2288	2644	1432	2356	2403	9530068E07Rik
ENSMUSG00000095295	1	0	1	1	0	0	Gm3488
ENSMUSG00000019899	1272	1337	1771	1148	1388	1441	Lama2
ENSMUSG00000034310	10	6	2	1	0	1	Tmem132d
ENSMUSG00000001089	2923	3047	2499	3122	5252	3098	Luzp1
ENSMUSG00000000708	1419	1400	1056	1141	1921	861	Kat2b
ENSMUSG00000035890	1884	1238	1445	1212	1971	1378	Rnf126
ENSMUSG00000086607	50	38	61	89	77	37	4930511M06Rik
ENSMUSG00000086604	24	12	14	5	15	10	Gm15510
ENSMUSG00000044770	78	87	54	43	63	43	Scml4
ENSMUSG00000081441	1	3	3	2	6	0	Gm6161
ENSMUSG00000039377	181	107	125	59	111	114	Hlx
ENSMUSG00000093661	597	378	368	227	395	385	Eif4e3
ENSMUSG00000081929	2	0	0	1	1	1	Rps11-ps2
ENSMUSG00000065667	1	0	0	1	0	0	Gm22576
ENSMUSG00000051367	672	403	569	112	272	349	Six1
ENSMUSG00000042045	750	269	481	100	132	255	Sln
ENSMUSG00000026385	4836	3628	3779	3580	5194	3226	Dbi
ENSMUSG00000053765	343	474	440	285	435	368	Oas1f
ENSMUSG00000036655	34	35	25	15	25	25	Colec11
ENSMUSG00000024491	1247	1035	942	1164	2024	984	Rbm27
ENSMUSG00000048174	89	123	64	74	97	71	Tmem81
ENSMUSG00000095403	491	649	380	688	896	354	Gm21092
ENSMUSG00000044022	25	29	21	27	52	22	Pcdhb21
ENSMUSG00000072235	7448	4927	7261	2828	5244	4927	Tuba1a
ENSMUSG00000019990	377	265	248	132	188	196	Pde7b
ENSMUSG00000091537	2	1	5	13	16	4	Tma7-ps
ENSMUSG00000091530	9	6	9	6	10	5	Cldn20
ENSMUSG00000053769	313	201	226	173	269	232	Lysmd1
ENSMUSG00000053768	1675	1908	1344	1509	2234	1501	Chchd3
ENSMUSG00000024713	351	414	309	208	316	303	Pcsk5
ENSMUSG00000018846	2616	2530	1809	2433	4085	1748	Pank3
ENSMUSG00000018845	927	768	652	222	494	583	Unc45b
ENSMUSG00000018844	4	8	5	7	11	5	Fndc8
ENSMUSG00000004880	2321	1905	1814	1384	2303	1893	Lbr
ENSMUSG00000018841	521	364	407	284	454	364	Rad51d
ENSMUSG00000036158	662	571	591	250	484	419	Prickle1
ENSMUSG00000040372	33	41	32	23	35	24	Gpr63
ENSMUSG00000090631	0	3	1	2	3	2	Olfr456
ENSMUSG00000055818	51	45	17	51	46	24	A230083G16Rik
ENSMUSG00000018849	1809	1461	1424	1323	2447	1588	Wwc1
ENSMUSG00000018848	1026	1313	1317	3090	4405	1673	Rars
ENSMUSG00000074892	8	10	7	5	12	7	B3galt5
ENSMUSG00000086936	0	0	0	2	0	2	Gm9697
ENSMUSG00000074896	36	72	49	99	187	109	Ifit3
ENSMUSG00000046916	117	93	118	47	97	100	Myct1
ENSMUSG00000074895	3	11	2	1	1	1	Eif4e1b
ENSMUSG00000038540	74	110	90	70	163	72	Tmc3
ENSMUSG00000031169	664	533	413	552	674	374	Porcn
ENSMUSG00000038542	706	557	610	437	753	633	Pcid2
ENSMUSG00000074899	134	217	135	190	182	110	Sptbn5
ENSMUSG00000086938	86	72	88	44	55	57	4930481A15Rik
ENSMUSG00000038545	1283	891	1031	497	997	800	Cul7
ENSMUSG00000038546	1913	1678	1480	1686	2745	1436	Ranbp9
ENSMUSG00000039375	14	12	30	15	12	8	Wdr17
ENSMUSG00000058655	9458	8511	6575	7798	12250	9292	Eif4b
ENSMUSG00000021057	16	27	24	31	32	19	Akap5
ENSMUSG00000090258	219	133	141	145	141	141	Churc1
ENSMUSG00000091401	0	0	0	0	1	0	Gm9252
ENSMUSG00000010663	1535	1061	1142	529	1186	946	Fads1
ENSMUSG00000006288	540	641	430	504	772	635	Ttc5
ENSMUSG00000010660	2481	1723	1746	1736	2226	1701	Plcd1
ENSMUSG00000065869	1	0	0	0	0	0	Gm24917
ENSMUSG00000027718	0	0	0	0	1	0	Il21
ENSMUSG00000027134	687	411	412	301	491	353	Lpcat4
ENSMUSG00000027131	1461	1090	1162	1049	1552	1306	Emc4
ENSMUSG00000087038	4	1	4	6	10	4	2900079G21Rik
ENSMUSG00000027133	982	575	908	494	729	755	Nop10
ENSMUSG00000027132	907	787	602	1272	1905	757	Katnbl1
ENSMUSG00000027620	3658	4002	2875	4739	7512	2332	Rbm39
ENSMUSG00000014177	584	565	396	538	870	508	Tvp23b
ENSMUSG00000031167	7665	5538	4789	6415	7969	5244	Rbm3
ENSMUSG00000088437	3	0	1	2	0	0	Gm24198
ENSMUSG00000058056	3101	1916	2232	1255	3238	2266	Palld
ENSMUSG00000031166	2053	2167	1311	1749	2512	1356	Wdr13
ENSMUSG00000033596	925	1084	818	1022	1665	1087	Rfwd3
ENSMUSG00000022974	953	1050	583	1092	2000	581	Paxbp1
ENSMUSG00000058052	0	1	1	30	92	23	Defb35
ENSMUSG00000033595	82	66	71	68	70	57	Lgi3
ENSMUSG00000058503	316	375	327	376	630	326	Fam133b
ENSMUSG00000000148	711	428	521	310	586	520	Brat1
ENSMUSG00000026430	1884	1139	1258	1293	1909	1011	Rassf5
ENSMUSG00000035778	816	872	624	777	1408	711	Ggta1
ENSMUSG00000009731	100	75	76	25	59	36	Kcnd1
ENSMUSG00000024805	265	245	206	178	363	216	Pcgf5
ENSMUSG00000005483	3455	2509	2537	2516	3468	3007	Dnajb1
ENSMUSG00000024807	2203	1370	1594	1216	2038	1611	Syvn1
ENSMUSG00000024800	223	195	186	169	268	203	Rpp30
ENSMUSG00000025002	0	1	0	0	0	0	Cyp2c55
ENSMUSG00000024803	42	77	47	24	50	19	Ankrd1
ENSMUSG00000020135	82	55	93	25	75	57	Apc2
ENSMUSG00000059554	171	168	135	155	192	97	Ccdc28a
ENSMUSG00000022978	288	181	233	185	253	256	Mis18a
ENSMUSG00000027611	998	704	1083	484	753	616	Procr
ENSMUSG00000001034	750	557	508	466	698	539	Mapk7
ENSMUSG00000097267	39	38	36	40	59	25	1700109K24Rik
ENSMUSG00000030717	2241	2048	2328	1590	1897	1488	Nupr1
ENSMUSG00000054237	197	261	184	224	301	169	Fra10ac1
